drug_use_freq,grade,sex,bmi,race4,drunk_driving,text_driving,carrying_weapon,suicide_attempt,quit_smoke,physical_fight,early_sex,screening_use,heavy_screen_use,sleeping_time,enough_sleep,smoking_status,binge_drinking,seat_belt,grades_school,smoke_age,alcohol_age,age_initial_alcohol,age_initial_smoking
No Drug Use,11th Grade,male,NA,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,2.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,male,33.7407,Black or African American,No,Yes,No,No,Never Smoke,No,No,1,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,10th Grade,male,24.1071,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,male,22.7338,All other Races,No,No,No,No,Never Smoke,No,No,8,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,13 or 14 years old,9 or 10 years old,9.5,13.5
No Drug Use,11th Grade,male,21.4198,White,No,No,No,No,Never Smoke,No,No,7,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,20.7197,All other Races,No,No,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,10th Grade,male,18.6408,White,No,Yes,No,No,Never Smoke,No,No,2.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,15 or 16 years old,13 or 14 years old,13.5,15.5
Heavy Dose,10th Grade,male,19.6074,All other Races,No,Yes,Yes,Yes,No,No,No,4,No,9,Yes,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,11 or 12 years old,11 or 12 years old,11.5,11.5
No Drug Use,10th Grade,male,24.3832,White,Yes,No,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,22.3476,White,No,No,No,No,Never Smoke,No,No,1.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,24.4376,Black or African American,No,Yes,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
Light Dose,10th Grade,male,20.4863,Black or African American,No,No,No,No,Never Smoke,No,No,8,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,male,23.6584,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,0.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,9 or 10 years old,9.5,11.5
Light Dose,10th Grade,male,16.9309,Black or African American,No,Yes,No,No,Never Smoke,Yes,No,6,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,male,36.965,All other Races,No,Yes,No,No,Never Smoke,No,No,0,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,11 or 12 years old,never,NA,11.5
No Drug Use,10th Grade,male,20.8936,All other Races,No,Yes,No,No,Never Smoke,No,No,5,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,31.1053,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,0.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,10th Grade,male,NA,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,6,Yes,5,No,Never Smoker,No Binge Drinking,Sometimes,Mostly Below C's,never,never,NA,NA
No Drug Use,10th Grade,male,30.4836,White,Yes,No,No,No,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,8 years old or younger,8,NA
No Drug Use,10th Grade,male,22.3242,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,7,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,22.5303,White,Yes,No,No,No,Yes,Yes,Yes,0,No,6,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,9 or 10 years old,9 or 10 years old,9.5,9.5
No Drug Use,11th Grade,male,28.4452,White,No,Yes,No,No,Never Smoke,No,No,0,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,never,NA,15.5
No Drug Use,11th Grade,male,17.8934,White,Yes,Yes,No,No,Never Smoke,No,No,2.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,8 years old or younger,8,NA
Heavy Dose,10th Grade,male,22.4012,White,No,Yes,No,No,No,No,No,1,No,7,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,11th Grade,male,NA,Black or African American,No,Yes,No,No,Never Smoke,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,21.9889,All other Races,No,Yes,No,No,Never Smoke,No,Yes,1.5,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,23.2284,Hispanic/Latino,No,Yes,No,Yes,Never Smoke,No,No,0,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,11th Grade,male,32.5845,White,No,Yes,No,No,Never Smoke,No,No,8,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,25.8255,White,No,No,No,No,Never Smoke,No,No,6,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,20.4048,White,No,No,No,No,Never Smoke,No,No,10,Yes,6,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,27.4894,White,No,No,No,No,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,15 or 16 years old,15.5,NA
Light Dose,10th Grade,male,22.7338,White,No,Yes,No,No,Yes,No,No,3.5,No,7,No,Never Smoker,No Binge Drinking,Sometimes,Mostly A's,never,8 years old or younger,8,NA
No Drug Use,9th Grade,male,47.4478,White,Yes,No,No,No,Never Smoke,Yes,No,0.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,11th Grade,male,20.0893,White,No,No,No,No,Never Smoke,No,No,3,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,NA,White,No,No,No,No,Never Smoke,No,No,0,No,10,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,23.7659,White,No,Yes,No,No,Never Smoke,No,No,4.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Light Dose,10th Grade,male,21.4759,White,No,Yes,No,Yes,Yes,No,No,3,No,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,8 years old or younger,9 or 10 years old,9.5,8
No Drug Use,11th Grade,male,32.8787,White,No,No,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Never or Rarely,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,31.8616,White,No,Yes,No,Yes,Never Smoke,No,No,0.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,10th Grade,male,25.7338,Black or African American,No,Yes,No,No,Never Smoke,No,No,0.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,9th Grade,male,25.0058,White,Yes,No,No,No,Never Smoke,No,No,8,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,never,NA,11.5
Heavy Dose,11th Grade,male,25.4913,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,never,never,NA,NA
No Drug Use,10th Grade,male,21.053,All other Races,No,No,No,No,Yes,No,No,1,No,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,10th Grade,male,20.0893,White,No,No,No,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,13 or 14 years old,13.5,NA
Heavy Dose,10th Grade,male,24.9114,All other Races,Yes,Yes,Yes,Yes,Yes,Yes,No,3.5,No,7,No,Never Smoker,Light Binge Drinking,Never or Rarely,Mostly C's,never,13 or 14 years old,13.5,NA
No Drug Use,11th Grade,male,23.0255,White,No,Yes,No,No,Never Smoke,No,No,8,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,18.9615,White,No,No,No,No,Never Smoke,No,No,3,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,26.6384,White,Yes,Yes,No,No,Yes,Yes,No,10,Yes,4,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly B's,9 or 10 years old,never,NA,9.5
No Drug Use,10th Grade,male,20.4048,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Heavy Dose,10th Grade,male,18.9012,White,No,Yes,No,No,No,Yes,No,3,No,8,Yes,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,9 or 10 years old,9.5,15.5
Heavy Dose,10th Grade,male,35.1552,White,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,4,No,Light Smoker,Heavy Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,13 or 14 years old,13.5,15.5
No Drug Use,10th Grade,male,21.4746,White,No,Yes,No,Yes,Never Smoke,No,No,4,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,18.7593,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,17.179,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,NA,White,No,No,No,No,Never Smoke,No,No,4,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,9th Grade,male,17.1205,Black or African American,No,No,No,No,Never Smoke,No,No,4.5,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,35.3564,White,No,Yes,No,Yes,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,8 years old or younger,15 or 16 years old,15.5,8
No Drug Use,9th Grade,male,21.4759,White,No,No,No,No,Never Smoke,No,No,8,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,22.191,White,No,Yes,No,No,Never Smoke,No,No,0.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,24.9216,White,No,Yes,No,No,Never Smoke,No,No,3.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,22.2794,White,Yes,Yes,Yes,No,Never Smoke,Yes,Yes,0,No,7,No,Never Smoker,No Binge Drinking,Never or Rarely,Mostly A's,never,11 or 12 years old,11.5,NA
Heavy Dose,10th Grade,male,21.7006,White,Yes,Yes,No,No,No,Yes,No,1,No,5,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,11 or 12 years old,11 or 12 years old,11.5,11.5
Heavy Dose,10th Grade,male,NA,White,Yes,Yes,Yes,No,No,Yes,Yes,1.5,No,8,Yes,Heavy Smoker,Heavy Binge Drinking,Never or Rarely,Mostly B's,8 years old or younger,8 years old or younger,8,8
No Drug Use,11th Grade,male,20.8936,Black or African American,No,No,No,No,Never Smoke,No,No,4.5,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,10th Grade,male,21.7356,White,No,Yes,No,No,No,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,10th Grade,male,19.5049,White,No,No,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,10th Grade,male,32.1294,Black or African American,No,No,No,No,Never Smoke,No,Yes,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,15 or 16 years old,15.5,NA
No Drug Use,10th Grade,male,27.4894,Black or African American,No,Yes,No,No,Never Smoke,No,No,7,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,9th Grade,male,32.1001,White,No,No,No,No,Yes,No,No,2.5,No,7,No,Light Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,15 or 16 years old,15 or 16 years old,15.5,15.5
No Drug Use,9th Grade,male,19.3992,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,33.179,White,No,No,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,11 or 12 years old,11.5,NA
No Drug Use,10th Grade,male,27.9935,White,No,Yes,No,No,Never Smoke,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,10th Grade,male,28.6575,White,No,No,No,No,Never Smoke,No,No,1.5,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,9th Grade,male,25.8255,Hispanic/Latino,No,No,No,No,No,Yes,No,0,No,9,Yes,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly Below C's,15 or 16 years old,15 or 16 years old,15.5,15.5
Heavy Dose,9th Grade,male,22.0458,White,No,No,No,No,Never Smoke,No,Yes,8,Yes,8,Yes,Never Smoker,No Binge Drinking,Sometimes,Mostly C's,11 or 12 years old,8 years old or younger,8,11.5
No Drug Use,9th Grade,male,38.8292,White,No,No,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,9th Grade,male,NA,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,10th Grade,male,18.519,All other Races,No,Yes,No,No,Never Smoke,Yes,No,5,Yes,10,Yes,Never Smoker,No Binge Drinking,Never or Rarely,Not sure,never,never,NA,NA
Light Dose,11th Grade,male,25.4651,White,No,No,Yes,No,Never Smoke,No,No,1,No,6,No,Never Smoker,No Binge Drinking,Sometimes,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,23.2407,All other Races,No,Yes,No,No,Never Smoke,No,No,2,No,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,21.1874,White,No,Yes,No,No,Never Smoke,Yes,No,1,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,17 years old or older,17.5,NA
No Drug Use,11th Grade,male,23.7847,All other Races,No,Yes,No,No,Never Smoke,No,No,2,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Not sure,never,never,NA,NA
No Drug Use,11th Grade,male,22.4012,Black or African American,No,Yes,No,No,Never Smoke,No,Yes,4.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,34.658,Black or African American,No,No,No,No,Never Smoke,No,No,0,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,8 years old or younger,9 or 10 years old,9.5,8
No Drug Use,12th Grade,male,19.5988,White,No,Yes,No,No,Never Smoke,No,No,3,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,23.0988,Hispanic/Latino,No,Yes,Yes,No,Never Smoke,No,Yes,0,No,8,Yes,Never Smoker,Light Binge Drinking,Never or Rarely,Mostly B's,13 or 14 years old,15 or 16 years old,15.5,13.5
Light Dose,11th Grade,male,19.8537,Hispanic/Latino,Yes,Yes,No,No,Never Smoke,No,No,7,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
Light Dose,11th Grade,male,25.0058,All other Races,No,Yes,No,Yes,Never Smoke,No,No,0,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,22.333,Hispanic/Latino,No,Yes,Yes,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly B's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,20.2994,Black or African American,No,Yes,No,No,Never Smoke,No,Yes,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,21.2169,Black or African American,No,Yes,No,No,Never Smoke,No,No,4,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
Light Dose,11th Grade,male,27.1053,White,No,Yes,No,Yes,Never Smoke,No,No,1.5,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,15 or 16 years old,15.5,NA
No Drug Use,11th Grade,male,25.3277,White,No,Yes,No,No,Never Smoke,No,No,5,Yes,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,20.0417,White,No,Yes,No,No,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,16.5607,All other Races,No,Yes,No,No,Never Smoke,No,No,3,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,11th Grade,male,17.7731,White,No,No,No,No,Never Smoke,No,No,0.5,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,22.082,White,No,No,No,No,Never Smoke,No,No,3,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,25.7157,White,Yes,Yes,No,No,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly Below C's,15 or 16 years old,8 years old or younger,8,15.5
No Drug Use,11th Grade,male,18.4807,White,No,No,No,No,Never Smoke,No,No,1,No,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
No Drug Use,11th Grade,male,16.8231,White,No,Yes,No,Yes,Never Smoke,No,No,4,No,4,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,15 or 16 years old,never,NA,15.5
No Drug Use,11th Grade,male,21.2169,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,6,Yes,7,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
Heavy Dose,11th Grade,male,28.7948,White,Yes,Yes,No,No,No,No,No,3,No,7,No,Light Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,11 or 12 years old,13 or 14 years old,13.5,11.5
No Drug Use,11th Grade,male,24.1247,White,No,No,No,No,Never Smoke,No,No,6,Yes,9,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,11th Grade,male,17.7731,Hispanic/Latino,No,Yes,No,No,Never Smoke,No,No,2,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,13 or 14 years old,15 or 16 years old,15.5,13.5
Heavy Dose,11th Grade,male,26.6612,Hispanic/Latino,No,Yes,Yes,No,Never Smoke,Yes,No,4,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,never,NA,NA
No Drug Use,9th Grade,male,18.9448,White,No,No,No,No,Yes,Yes,No,1,No,5,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,13 or 14 years old,never,NA,13.5
Light Dose,11th Grade,male,21.8573,Hispanic/Latino,Yes,Yes,No,No,Never Smoke,No,No,7,Yes,6,No,Never Smoker,Light Binge Drinking,Most of the time or Always,Mostly C's,never,13 or 14 years old,13.5,NA
No Drug Use,11th Grade,male,22.7338,Hispanic/Latino,No,No,No,No,Never Smoke,No,No,3,No,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly A's,never,never,NA,NA
Light Dose,10th Grade,male,34.2994,White,No,No,No,No,Never Smoke,No,No,6,Yes,6,No,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly B's,never,never,NA,NA
No Drug Use,11th Grade,male,19.9967,All other Races,No,Yes,No,No,Never Smoke,No,No,5,Yes,8,Yes,Never Smoker,No Binge Drinking,Most of the time or Always,Mostly C's,never,13 or 14 years old,13.5,NA
Heavy Dose,11th Grade,male,27.9163,Hispanic/Latino,Yes,No,Yes,No,Yes,Yes,No,1.5,No,7,No,Never Smoker,Light Binge Drinking,Never or Rarely,Mostly B's,13 or 14 years old,15 or 16 years old,15.5,13.5
